D2 B2 L R'
D2 B2 R' L
U2 L R' F2 U2
F2 L R' U2 F2
B2 L R' D2 B2
R' L F2 U2 F2
B2 L D2 R' B2
U2 L F2 R' U2
L R' F2 U2 F2
B2 R' L D2 B2
U2 R' L F2 U2
F2 R' L U2 F2
B2 R' D2 L B2
U2 R' F2 L U2
L' D2 B2 L R2
L' D2 B2 R2 L
R D2 B2 L2 R'
R D2 B2 R' L2
R' F2 L U2 F2
U2 F2 L R' U2
L F2 R' U2 F2
U2 F2 R' L U2
B2 D2 L R' B2
B2 D2 R' L B2
D2 B2 L R' D
D2 B2 L R' D'
D2 B2 L R' D2
D2 B2 L D R'
D2 B2 L D' R'
D2 B2 L D2 R'
D2 B2 R' L D
D2 B2 R' L D'
D2 B2 R' L D2
D2 B2 R' D L
D2 B2 R' D' L
D2 B2 R' D2 L
D2 B2 D L R'
D2 B2 D R' L
D2 B2 D' L R'
D2 B2 D' R' L
D2 B2 D2 L R'
D2 B2 D2 R' L
D2 B2 D' R' D L D2
R2 B2 U2 F2 U2 L' R'
R2 B2 U2 F2 U2 R' L'
D2 B2 D' R' D' L D
D2 B2 D' R' D' L D'
D2 B2 D' R' D' L D2
D2 B2 D' R' D2 L D
D2 B2 D' R' D2 L D'
D2 B2 D' R' D2 L D2
D2 B2 D' R' F L F'
D2 B2 D' R' F2 L F2
D' B2 D' L2 R' B2 L'
D2 B2 D' R2 L D R
D2 B2 D' R2 L D' R
D2 B2 D' R2 L D2 R
D2 B2 D' R2 D L R
D2 B2 D' R2 D R L
D2 B2 D' R2 D' L R
D2 B2 D' R2 D' R L
D2 B2 D' R2 D2 L R
D2 B2 D' R2 D2 R L
D' B2 D' R L B2 R2
D' B2 D' R' L B2 D
D' B2 D' R' L B2 D'
D' B2 D' R' L B2 D2
D' B2 D' R' L' B2 L2
D' B2 D' R' L2 B2 L'
D' B2 D' R2 L B2 R
D2 B2 D' F L F' R'
D2 B2 D' F' R' F L
D2 B2 D' F2 L R' F2
D2 B2 D' F2 L F2 R'
D2 B2 D' F2 R' L F2
D B2 D L R B2 R2
D2 B2 D' F2 R' F2 L
D B2 D L R' B2 D
D B2 D L R' B2 D'
D B2 D L R' B2 D2
D B2 D L R2 B2 R
D B2 D L' R' B2 L2
D B2 D L2 R' B2 L'
D B2 D R L B2 R2
D2 B2 D2 L R2 D R
D2 B2 D2 L R2 D' R
D2 B2 D2 L R2 D2 R
D B2 D R' L B2 D
D B2 D R' L B2 D'
D B2 D R' L B2 D2
D2 B2 D2 L D R' D
D2 B2 D2 L D R' D'
D2 B2 D2 L D R' D2
D B2 D R' L' B2 L2
D B2 D R' L2 B2 L'
D2 B2 D2 L D' R' D
D2 B2 D2 L D' R' D'
D2 B2 D2 L D' R' D2
D2 B2 D2 L D2 R' D
D2 B2 D2 L D2 R' D'
D2 B2 D2 L D2 R' D2
D2 B2 D2 L F' R' F
D2 B2 D2 L F2 R' F2
D B2 D R2 L B2 R
B2 F2 U2 L R F2 R2
B2 F2 U2 L R' F2 D
B2 F2 U2 L R' F2 D'
B2 F2 U2 L R' F2 D2
U' B2 D2 U L R' B2
D2 B2 D2 L2 R' D L'
B2 F2 U2 L F R' F
D2 B2 D2 L2 R' D' L'
U' B2 D2 U R' L B2
D2 B2 D2 L2 R' D2 L'
B2 F2 U2 L F2 R' D
B2 F2 U2 L F2 R' D'
B2 F2 U2 L F2 R' D2
B2 F2 U2 L F2 D R'
B2 F2 U2 L F2 D' R'
B2 F2 U2 L F2 D2 R'
D2 B2 D2 L2 D L' R'
D2 B2 D2 L2 D R' L'
D2 B2 D2 L2 D' L' R'
D2 B2 D2 L2 D' R' L'
D2 B2 D2 L2 D2 L' R'
D2 B2 D2 L2 D2 R' L'
B2 F2 U2 L' R' F2 L2
D' B2 D2 L D R' B2
B2 F2 U2 L' F2 L2 R'
B2 F2 U2 L' F2 R' L2
R' B2 D2 R B2 L R2
R' B2 D2 R B2 R2 L
F2 B2 U2 L R F2 R2
F2 B2 U2 L R' F2 D
F2 B2 U2 L R' F2 D'
F2 B2 U2 L R' F2 D2
D2 B2 D2 R' L2 D L'
D2 B2 D2 R' L2 D' L'
D2 B2 D2 R' L2 D2 L'
L' B2 D2 L R B2 R
L' B2 D2 L R2 B2 D
L' B2 D2 L R2 B2 D'
L' B2 D2 L R2 B2 D2
D2 B2 D2 R' D L D
D2 B2 D2 R' D L D'
D2 B2 D2 R' D L D2
D2 B2 D2 R' D' L D
D2 B2 D2 R' D' L D'
D2 B2 D2 R' D' L D2
F2 B2 U2 L F R' F
B2 F2 U2 R L F2 R2
D2 B2 D2 R' D2 L D
D2 B2 D2 R' D2 L D'
D2 B2 D2 R' D2 L D2
D2 B2 D2 R' F L F'
F2 B2 U2 L F2 R' D
F2 B2 U2 L F2 R' D'
F2 B2 U2 L F2 R' D2
F2 B2 U2 L F2 D R'
F2 B2 U2 L F2 D' R'
F2 B2 U2 L F2 D2 R'
D2 B2 D2 R' F2 L F2
F2 B2 U2 L' R' F2 L2
L' B2 D2 L B' R2 B'
D2 B2 D2 R2 L D R
D2 B2 D2 R2 L D' R
D2 B2 D2 R2 L D2 R
L' B2 D2 L B2 R2 D
L' B2 D2 L B2 R2 D'
L' B2 D2 L B2 R2 D2
B2 F2 U2 R F2 L R2
B2 F2 U2 R F2 R2 L
L' B2 D2 L' R2 B2 L2
R B2 U2 R2 F2 L' U2
D2 B2 D2 R2 D L R
D2 B2 D2 R2 D R L
D2 B2 D2 R2 D' L R
D2 B2 D2 R2 D' R L
D2 B2 D2 R2 D2 L R
B2 F2 U2 R' L F2 D
B2 F2 U2 R' L F2 D'
B2 F2 U2 R' L F2 D2
D2 B2 D2 R2 D2 R L
F2 B2 U2 L' F2 L2 R'
F2 B2 U2 L' F2 R' L2
B2 F2 U2 R' L' F2 L2
L' B2 D2 L' B2 L2 R2
L' B2 D2 L' B2 R2 L2
B2 F2 U2 R' F' L F'
B2 F2 U2 R' F2 L D
B2 F2 U2 R' F2 L D'
B2 F2 U2 R' F2 L D2
L' B2 D2 L2 R2 B2 L'
B2 F2 U2 R' F2 D L
B2 F2 U2 R' F2 D' L
B2 F2 U2 R' F2 D2 L
F2 B2 U2 R L F2 R2
L' B2 D2 L2 B2 L' R2
L' B2 D2 L2 B2 R2 L'
L' B2 D2 R L B2 R
F2 B2 U2 R F2 L R2
F2 B2 U2 R F2 R2 L
F2 B2 U2 R' L F2 D
F2 B2 U2 R' L F2 D'
F2 B2 U2 R' L F2 D2
F2 B2 U2 R' L' F2 L2
D2 B2 D2 F L F' R'
F2 B2 U2 R' F' L F'
F2 B2 U2 R' F2 L D
F2 B2 U2 R' F2 L D'
F2 B2 U2 R' F2 L D2
F2 B2 U2 R' F2 D L
F2 B2 U2 R' F2 D' L
F2 B2 U2 R' F2 D2 L
L' B2 D2 R2 L B2 D
L' B2 D2 R2 L B2 D'
L' B2 D2 R2 L B2 D2
L' B2 D2 R2 L' B2 L2
L' B2 D2 R2 L2 B2 L'
D2 B2 D2 F' R' F L
B2 F2 U2 F R' F L
R B2 U2 F2 R2 U2 R
D2 B2 D2 F2 L R' F2
D2 B2 D2 F2 L F2 R'
D2 B2 D2 F2 R' L F2
D2 B2 D2 F2 R' F2 L
B2 F2 U2 F' L F' R'
D B2 D' L R' D2 B2
D B2 D' L D2 R' B2
B2 F2 U2 F2 L R' D
B2 F2 U2 F2 L R' D'
B2 F2 U2 F2 L R' D2
B2 F2 U2 F2 L D R'
B2 F2 U2 F2 L D' R'
B2 F2 U2 F2 L D2 R'
U B2 D R2 U' L R
U B2 D R2 U' R L
B2 F2 U2 F2 R' L D
B2 F2 U2 F2 R' L D'
B2 F2 U2 F2 R' L D2
B2 F2 U2 F2 R' D L
B2 F2 U2 F2 R' D' L
B2 F2 U2 F2 R' D2 L
B2 F2 U2 F2 D L R'
B2 F2 U2 F2 D R' L
B2 F2 U2 F2 D' L R'
B2 F2 U2 F2 D' R' L
F2 B2 U2 F R' F L
B2 F2 U2 F2 D2 L R'
B2 F2 U2 F2 D2 R' L
F2 B2 U2 F' L F' R'
F2 B2 U2 F2 L R' D
F2 B2 U2 F2 L R' D'
F2 B2 U2 F2 L R' D2
F2 B2 U2 F2 L D R'
F2 B2 U2 F2 L D' R'
F2 B2 U2 F2 L D2 R'
U2 B2 D2 L R' F2 B2
U2 B2 D2 L R' B2 F2
F2 B2 U2 F2 R' L D
F2 B2 U2 F2 R' L D'
F2 B2 U2 F2 R' L D2
L2 B2 D2 L B2 D2 R2
F2 B2 U2 F2 R' D L
F2 B2 U2 F2 R' D' L
F2 B2 U2 F2 R' D2 L
D2 B2 F L D F' R'
D2 B2 F L D' F' R'
D B2 D' R' L D2 B2
D2 B2 F L D2 F' R'
D2 B2 F L F R' F2
F2 B2 U2 F2 D L R'
F2 B2 U2 F2 D R' L
D2 B2 F L F' R' D
D2 B2 F L F' R' D'
D2 B2 F L F' R' D2
F2 B2 U2 F2 D' L R'
D2 B2 F L F' D R'
F2 B2 U2 F2 D' R' L
D2 B2 F L F' D' R'
D2 B2 F L F' D2 R'
U2 B2 D2 L F2 R' B2
D2 B2 F L F2 R' F
F2 B2 U2 F2 D2 L R'
F2 B2 U2 F2 D2 R' L
D B2 D' R' D2 L B2
D2 B2 F L' F' L2 R'
D2 B2 F L' F' R' L2
L2 B2 D2 L2 B2 L' R'
L2 B2 D2 L2 B2 R' L'
U2 B2 D2 R' L F2 B2
U2 B2 D2 R' L B2 F2
U2 B2 D2 R' F2 L B2
D2 B2 F D L F' R'
D2 B2 F D F' L R'
D2 B2 F D F' R' L
D2 B2 F D' L F' R'
U2 B2 D2 F2 L R' B2
D2 B2 F D' F' L R'
D2 B2 F D' F' R' L
U2 B2 D2 F2 R' L B2
D2 B2 F D2 L F' R'
D2 B2 F D2 F' L R'
D2 B2 F D2 F' R' L
R2 B2 D2 R' B2 D2 L2
R2 B2 D2 R2 B2 L R
R2 B2 D2 R2 B2 R L
D B2 D2 R' D' L B2
D2 B2 F' R F L R2
D2 B2 F' R F R2 L
D2 B2 F' R' D F L
D2 B2 F' R' D' F L
D2 B2 F' R' D2 F L
D2 B2 F' R' F L D
D2 B2 F' R' F L D'
D2 B2 F' R' F L D2
D2 B2 F' R' F D L
D2 B2 F' R' F D' L
D2 B2 F' R' F D2 L
D2 B2 F' R' F' L F2
D2 B2 F' R' F2 L F'
R B2 D' R' D' L2 B2
R B2 D' R' D' B2 L2
D2 B2 F' D R' F L
D2 B2 F' D F L R'
D2 B2 F' D F R' L
D2 B2 F' D' R' F L
D2 B2 F' D' F L R'
D2 B2 F' D' F R' L
L B2 D2 L' B2 L2 R'
L B2 D2 L' B2 R' L2
D2 B2 F' D2 R' F L
D2 B2 F' D2 F L R'
D2 B2 F' D2 F R' L
D2 B2 F2 L R F2 R2
D2 B2 F2 L R' F2 D
D2 B2 F2 L R' F2 D'
D2 B2 F2 L R' F2 D2
R' B2 F2 L U2 R' F2
R' B2 F2 L U2 F2 R'
D2 B2 F2 L F R' F
D2 B2 F2 L F2 R' D
D2 B2 F2 L F2 R' D'
D2 B2 F2 L F2 R' D2
D2 B2 F2 L F2 D R'
D2 B2 F2 L F2 D' R'
D2 B2 F2 L F2 D2 R'
D2 B2 F2 L' R' F2 L2
R' B2 F2 L' U2 R' F2
R' B2 F2 L' U2 F2 R'
D2 B2 F2 L' F2 L2 R'
D2 B2 F2 L' F2 R' L2
R' B2 F2 L2 U2 R' F2
R' B2 F2 L2 U2 F2 R'
D2 B2 F2 R L F2 R2
D2 B2 F2 R F2 L R2
D2 B2 F2 R F2 R2 L
D2 B2 F2 R' L F2 D
D2 B2 F2 R' L F2 D'
D2 B2 F2 R' L F2 D2
D2 B2 F2 R' L' F2 L2
U B2 D2 U' L R' B2
U B2 D2 U' R' L B2
D2 B2 F2 R' F' L F'
D2 B2 F2 R' F2 L D
D2 B2 F2 R' F2 L D'
D2 B2 F2 R' F2 L D2
D2 B2 F2 R' F2 D L
D2 B2 F2 R' F2 D' L
D2 B2 F2 R' F2 D2 L
R B2 D2 L' R' B2 L'
L' B2 F2 L2 U2 L' F2
R B2 D2 L2 R B2 R2
R B2 D2 L2 R' B2 D
R B2 D2 L2 R' B2 D'
R B2 D2 L2 R' B2 D2
R B2 D2 L2 R2 B2 R
R B2 D2 R L2 B2 R2
R' B2 F2 U2 R F2 R2
R' B2 F2 U2 R' F2 D
R' B2 F2 U2 R' F2 D'
R' B2 F2 U2 R' F2 D2
R' B2 F2 U2 F R' F
R' B2 F2 U2 F2 R' D
R' B2 F2 U2 F2 R' D'
R' B2 F2 U2 F2 R' D2
R' B2 F2 U2 F2 D R'
R' B2 F2 U2 F2 D' R'
R' B2 F2 U2 F2 D2 R'
R B2 D2 R B2 L2 R2
R B2 D2 R B2 R2 L2
R B2 D2 R' L' B2 L'
R B2 D2 R' L2 B2 D
R B2 D2 R' L2 B2 D'
R B2 D2 R' L2 B2 D2
R B2 D2 R' B L2 B
R B2 D2 R' B2 L2 D
R B2 D2 R' B2 L2 D'
R B2 D2 R' B2 L2 D2
R B2 D2 R2 L2 B2 R
R B2 D2 R2 B2 L2 R
R B2 D2 R2 B2 R L2
R' B2 F2 D2 B2 L U2
B2 F2 D2 B2 L R' U2
B2 F2 D2 B2 R' L U2
L2 B2 F2 U2 L R F2
L2 B2 F2 U2 R L F2
L2 B2 F2 U2 R F2 L
F2 B2 D2 B2 L R' U2
F2 B2 D2 B2 R' L U2
R2 B2 F2 U2 L' R' F2
R2 B2 F2 U2 L' F2 R'
R2 B2 F2 U2 R' L' F2
L B2 F2 R U2 L F2
L B2 F2 R U2 F2 L
L B2 F2 R' U2 L F2
L B2 F2 R' U2 F2 L
L B2 F2 R2 U2 L F2
L B2 F2 R2 U2 F2 L
L B2 F2 U2 L F2 D
L B2 F2 U2 L F2 D'
L B2 F2 U2 L F2 D2
L B2 F2 U2 L' F2 L2
L B2 F2 U2 F' L F'
L B2 F2 U2 F2 L D
L B2 F2 U2 F2 L D'
L B2 F2 U2 F2 L D2
L B2 F2 U2 F2 D L
L B2 F2 U2 F2 D' L
L B2 F2 U2 F2 D2 L
L B2 F2 D2 B2 R' U2
R B2 F2 R2 U2 R F2
