U2 F U2 F'
B L2 F B' L2
B2 L2 B' L2 F
B L2 B' F L2
U2 D F U2 F'
U2 D' F U2 F'
D U2 F U2 F'
D' U2 F U2 F'
U2 D2 F U2 F'
D2 U2 F U2 F'
B' U2 F B U2
B' U2 B F U2
B2 U2 F B2 U2
F' U2 F2 U2 F2
F2 U2 F' U2 F
B U2 F B' U2
B2 U2 B2 F U2
B U2 B' F U2
U2 F U2 D F'
U2 F U2 D' F'
U2 F U2 D2 F'
U2 F U2 F' D
U2 F U2 F' D'
U2 F U2 F' D2
U2 F D U2 F'
U2 F D' U2 F'
U2 F D2 U2 F'
U2 F B U2 F'
U2 F B' U2 F'
U2 F B2 U2 F'
L2 B L2 F B2
L2 B L2 B2 F
F' D2 B2 D2 F2
U2 B F U2 F'
U2 B' F U2 F'
B2 F' D2 F2 B2
B2 F' D2 B2 F2
D' F2 D' U2 F' U2 F
B2 D2 L2 F' B' L2 F'
F' D2 L2 B2 L2 D2 F2
B2 D2 L2 F2 B L2 B2
B2 D2 L2 F2 B' L2 D
B2 D2 L2 F2 B' L2 D'
B2 D2 L2 F2 B' L2 D2
B2 D2 L2 F2 B2 L2 B
B2 D2 L2 B L2 F2 B2
B2 D2 L2 B L2 B2 F2
B2 D2 L2 B F2 L2 B2
B2 D2 L2 B' L F2 L
B2 D2 L2 B' L2 F2 D
B2 D2 L2 B' L2 F2 D'
B2 D2 L2 B' L2 F2 D2
B2 D2 L2 B' F' L2 F'
B2 D2 L2 B' F2 L2 D
B2 D2 L2 B' F2 L2 D'
B2 D2 L2 B' F2 L2 D2
B2 D2 L2 B2 L2 F2 B
B2 D2 L2 B2 L2 B F2
B2 D2 L2 B2 F2 L2 B
D F2 D U2 F' U2 F
R' F2 D2 L' F' U2 L
R F2 U2 F' U2 R' F
R F2 U2 F' U2 F R'
F D2 L2 R U2 L2 R'
F D2 L2 R U2 R' L2
F D2 L2 R' U2 L2 R
F D2 L2 R' U2 R L2
U2 F2 D' F' U' L2 U'
U2 F2 D' F' U2 D F2
U2 F2 D' F' D U2 F2
U2 F2 D' F' D' B2 U2
F D2 L2 R2 U2 L2 R2
F D2 L2 R2 U2 R2 L2
B D2 L2 F B L2 B2
B D2 L2 F B' L2 D
B D2 L2 F B' L2 D'
B D2 L2 F B' L2 D2
D2 F2 D2 U2 F' U2 F
B D2 L2 F B2 L2 B
D' F2 D2 U2 F' U2 F
B D2 L2 F' B' L2 F2
B D2 L2 F2 B' L2 F'
B2 D2 R F2 R2 B R
F D2 L2 U2 L2 D2 R2
B D2 L2 B F L2 B2
B D2 L2 B' F L2 D
B D2 L2 B' F L2 D'
B D2 L2 B' F L2 D2
B D2 L2 B' F' L2 F2
B D2 L2 B' F2 L2 F'
B D2 L2 B2 F L2 B
F D2 L2 D2 R2 U2 R2
D F2 D' U2 F' U2 F
F' D2 R' U2 R B2 L
L2 F2 D2 R2 U2 R2 B'
L2 F2 D2 R2 U2 B' R2
F D2 R L U2 L' R'
F D2 R L U2 R' L'
R2 F2 D2 L2 F' U2 L2
F D2 R L' U2 L R'
F D2 R L' U2 R' L
U2 F2 D2 F' U2 D2 F2
U2 F2 D2 F' D2 U2 F2
F D2 R L2 U2 L2 R'
F D2 R L2 U2 R' L2
U2 F2 D2 F' B2 U2 D
U2 F2 D2 F' B2 U2 D'
U2 F2 D2 F' B2 U2 D2
U2 F2 D2 F' B2 D U2
U2 F2 D2 F' B2 D' U2
U2 F2 D2 F' B2 D2 U2
D2 F2 B U2 F' B' U2
D2 F2 B U2 B' F' U2
D' F2 B U2 F' B' U2
D' F2 B U2 B' F' U2
F' D2 R' B2 R D2 F2
F' D2 R' B2 D2 R F2
U2 F2 D2 B2 D F' U2
U2 F2 D2 B2 D' F' U2
U2 F2 D2 B2 D2 F' U2
U2 F2 D2 B2 F' U2 D
U2 F2 D2 B2 F' U2 D'
U2 F2 D2 B2 F' U2 D2
U2 F2 D2 B2 F' D U2
U2 F2 D2 B2 F' D' U2
U2 F2 D2 B2 F' D2 U2
R2 F2 D2 F' L2 U2 L2
L2 F2 B L' B2 L' F
L2 F2 B L2 F B2 D
L2 F2 B L2 F B2 D'
L2 F2 B L2 F B2 D2
L2 F2 B L2 B2 D F
L2 F2 B L2 B2 D' F
L2 F2 B L2 B2 D2 F
L2 F2 B L2 B2 F D
L2 F2 B L2 B2 F D'
L2 F2 B L2 B2 F D2
D F2 D2 U2 F' U2 F
B' D2 R2 F' R2 D2 B2
B' D2 R2 F2 R2 F B
B' D2 R2 F2 R2 B F
D2 F2 B' R2 F' B R2
D2 F2 B' R2 B F' R2
D' F2 B' R2 F' B R2
D' F2 B' R2 B F' R2
L F2 D2 R F' U2 R'
F D2 R' L U2 L' R
F D2 R' L U2 R L'
D2 F2 B' U2 F' B U2
D2 F2 B' U2 B F' U2
D' F2 B' U2 F' B U2
D' F2 B' U2 B F' U2
F D2 R' L' U2 L R
F D2 R' L' U2 R L
F D2 R' L2 U2 L2 R
F D2 R' L2 U2 R L2
U2 F2 B D2 F' B2 U2
F' D2 R2 B' R2 F' B'
F' D2 R2 B' R2 B' F'
U2 F2 B D2 B2 F' U2
R2 F2 B R2 B D2 F2
B2 D2 R2 F2 R2 D B
B2 D2 R2 F2 R2 D' B
B2 D2 R2 F2 R2 D2 B
B2 D2 R2 F2 R2 B D
B2 D2 R2 F2 R2 B D'
B2 D2 R2 F2 R2 B D2
F' D2 R2 B2 R2 D2 F2
B2 D2 R2 F2 B R2 B
B2 D2 R2 F2 B' R2 B
B2 D2 R2 F2 B2 R2 B
L2 F2 B' L2 R2 F' R2
B2 D2 R2 B F2 R2 B
L2 F2 B' L2 U2 B U2
B2 D2 R2 B' F2 R2 B
B2 D2 R2 B2 F2 R2 B
F2 D2 R2 B' R2 F' B2
F2 D2 R2 B' R2 B2 F'
L2 F2 B' R2 L2 F' R2
L2 F2 B' R2 F' L2 R2
L2 F2 B' R2 F' R2 L2
D2 F2 B2 R2 B R2 F'
D F2 B U2 F' B' U2
D' F2 B2 R2 B R2 F'
D F2 B U2 B' F' U2
B2 D2 U L2 U' F2 B'
B2 D2 U L2 U' B' F2
D2 F2 B2 U2 F' B2 U2
L2 F2 B' U2 B U2 L2
D2 F2 B2 U2 B2 F' U2
D' F2 B2 U2 F' B2 U2
D' F2 B2 U2 B2 F' U2
F D2 R2 L U2 L' R2
F D2 R2 L U2 R2 L'
U2 F2 B' D2 F' B2 U2
R2 F2 B' R2 D F' B
R2 F2 B' R2 D B F'
U2 F2 B' D2 B2 F' U2
R2 F2 B' R2 D' F' B
R2 F2 B' R2 D' B F'
F D2 R2 L' U2 L R2
F D2 R2 L' U2 R2 L
R2 F2 B' R2 D2 F' B
R2 F2 B' R2 D2 B F'
R2 F2 B' R2 F' D B
R2 F2 B' R2 F' D' B
R2 F2 B' R2 F' D2 B
R2 F2 B' R2 F' B D
R2 F2 B' R2 F' B D'
R2 F2 B' R2 F' B D2
R2 F2 B' R2 B D F'
R2 F2 B' R2 B D' F'
R2 F2 B' R2 B D2 F'
R2 F2 B' R2 B F' D
R2 F2 B' R2 B F' D'
R2 F2 B' R2 B F' D2
F D2 R2 L2 U2 L2 R2
F D2 R2 L2 U2 R2 L2
L2 F2 B2 L2 D2 F2 B
L2 F2 B2 L2 D2 B F2
D F2 B' R2 F' B R2
D F2 B' R2 B F' R2
F D2 R2 U2 R2 D2 L2
D F2 B' U2 F' B U2
D F2 B' U2 B F' U2
F D2 R2 D2 L2 U2 L2
B2 D2 U' L2 U F2 B'
B2 D2 U' L2 U B' F2
B D2 U L2 U' F B'
B D2 U L2 U' B' F
U2 F2 B2 D2 F' B2 U2
U2 F2 B2 D2 B2 F' U2
R2 F2 B2 R2 D2 F2 B
R2 F2 B2 R2 D2 B F2
B' D2 U2 F D B U2
B' D2 U2 F D' B U2
D F2 B2 R2 B R2 F'
B' D2 U2 F D2 B U2
B' D2 U2 F B U2 D
B' D2 U2 F B U2 D'
B' D2 U2 F B U2 D2
B' D2 U2 F B D U2
B' D2 U2 F B D' U2
B' D2 U2 F B D2 U2
R F2 B' R2 F' B R'
R F2 B' R2 B F' R'
B' D2 U2 B D F U2
B' D2 U2 B D' F U2
D F2 B2 U2 F' B2 U2
B' D2 U2 B D2 F U2
B' D2 U2 B F U2 D
B' D2 U2 B F U2 D'
B' D2 U2 B F U2 D2
B' D2 U2 B F D U2
B' D2 U2 B F D' U2
B' D2 U2 B F D2 U2
D F2 B2 U2 B2 F' U2
F' D2 U2 F U2 F' B2
F' D2 U2 F U2 B2 F'
L2 B L F L F B2
L2 B L F L B2 F
B D2 U' L2 U F B'
B D2 U' L2 U B' F
F' D2 U2 F' U2 F B2
F' D2 U2 F' U2 B2 F
L2 B L F' L F B2
L2 B L F' L B2 F
F' D2 U2 F2 U2 F2 B2
F' D2 U2 F2 U2 B2 F2
L2 B L F2 L F B2
L2 B L F2 L B2 F
B2 D2 U2 F U2 D F
B2 D2 U2 F U2 D' F
B2 D2 U2 F U2 D2 F
B2 D2 U2 F U2 F D
B2 D2 U2 F U2 F D'
B2 D2 U2 F U2 F D2
B2 D2 U2 F D U2 F
B2 D2 U2 F D' U2 F
B2 D2 U2 F D2 U2 F
B2 D2 U2 F B U2 F
B2 D2 U2 F B' U2 F
B2 D2 U2 F B2 U2 F
F2 D2 U2 F' U2 D F
F2 D2 U2 F' U2 D' F
F2 D2 U2 F' U2 D2 F
F2 D2 U2 F' U2 F D
F2 D2 U2 F' U2 F D'
F2 D2 U2 F' U2 F D2
F2 D2 U2 F' D U2 F
F2 D2 U2 F' D' U2 F
F2 D2 U2 F' D2 U2 F
B2 D2 U2 B F U2 F
F2 D2 U2 F' B U2 F
F2 D2 U2 F' B' U2 F
F2 D2 U2 F' B2 U2 F
B2 D2 U2 B' F U2 F
B2 D2 U2 B2 F U2 F
F2 D2 U2 B F' U2 F
R' B L2 R F B' L2
R' B L2 R B' F L2
B' D2 F U2 B U2 B'
F2 D2 U2 B' F' U2 F
L' B L' B' L' F L2
F2 D2 U2 B2 F' U2 F
B2 D2 F R2 F R2 B
B D2 U2 F D B' U2
B D2 U2 F D' B' U2
B D2 U2 F D2 B' U2
B D2 U2 F B' U2 D
B D2 U2 F B' U2 D'
B D2 U2 F B' U2 D2
B D2 U2 F B' D U2
B D2 U2 F B' D' U2
B D2 U2 F B' D2 U2
L2 B L' B L' F B
L2 B L' B L' B F
D2 B L2 F B L2 B2
D2 B L2 F B' L2 D
D2 B L2 F B' L2 D'
D2 B L2 F B' L2 D2
D2 B L2 F B2 L2 B
D' B L2 F B L2 B2
D' B L2 F B' L2 D
D' B L2 F B' L2 D'
D' B L2 F B' L2 D2
D' B L2 F B2 L2 B
F2 D2 F U2 F2 U2 F2
D2 B L2 F' B' L2 F2
F' D2 F B2 U2 B2 U2
F' D2 F B2 D2 F2 D
F' D2 F B2 D2 F2 D'
F' D2 F B2 D2 F2 D2
L2 B L' B2 L' D F
L2 B L' B2 L' D' F
L2 B L' B2 L' D2 F
D' B L2 F' B' L2 F2
L2 B L' B2 L' F D
L2 B L' B2 L' F D'
L2 B L' B2 L' F D2
L' B L2 F L B' L
D2 B L2 F2 B' L2 F'
B' D2 F' R2 F' R2 B
R' B L2 B' R F L2
B D2 U2 B' D F U2
B D2 U2 B' D' F U2
L' B L2 F B' L B'
B D2 U2 B' D2 F U2
D2 B L2 B F L2 B2
B D2 U2 B' F U2 D
B D2 U2 B' F U2 D'
B D2 U2 B' F U2 D2
B D2 U2 B' F D U2
B D2 U2 B' F D' U2
B D2 U2 B' F D2 U2
D' B L2 F2 B' L2 F'
L2 B L2 R F R' B2
D2 B L2 B' F L2 D
D2 B L2 B' F L2 D'
D2 B L2 B' F L2 D2
D' B L2 B F L2 B2
D2 B L2 B' F' L2 F2
D2 B L2 B' F2 L2 F'
F2 D2 F D2 B2 D2 F2
L B L B' L F L
L2 B L2 R' B2 R F
D2 B L2 B2 F L2 B
D' B L2 B' F L2 D
D' B L2 B' F L2 D'
D' B L2 B' F L2 D2
D' B L2 B' F' L2 F2
D' B L2 B' F2 L2 F'
L2 B L2 R2 F R2 B2
L2 B L2 R2 F B2 R2
B' D2 F' U2 F2 B U2
B' D2 F' U2 B F2 U2
L2 B L2 R2 B2 R2 F
L2 B L2 R2 B2 F R2
D' B L2 B2 F L2 B
R' B R L2 F B' L2
R' B R L2 B' F L2
F2 D2 F B2 D2 F2 B2
F2 D2 F B2 D2 B2 F2
L' B L2 B' F L B'
L2 B L2 D F D' B2
R' B R U2 F B' U2
R' B R U2 B' F U2
B' D2 F' B' D2 F2 B2
B' D2 F' B' D2 B2 F2
L2 B L2 D' F D B2
R2 B L2 R2 F B' L2
L2 B L2 F L B2 L'
R2 B L2 R2 B' F L2
L2 B L2 F L2 B2 L2
L2 B L2 F R' B2 R
L2 B L2 F R2 B2 R2
L2 B L2 F B D B
L2 B L2 F B D' B
L2 B L2 F B D2 B
L2 B L2 F B' D B'
L2 B L2 F B' D' B'
L2 B L2 F B' D2 B'
B D2 F U2 B' U2 B
B2 D2 F' U2 F2 U2 F
B2 D2 F' D F' D B2
L2 B L2 F2 B2 D F'
L2 B L2 F2 B2 D' F'
L2 B L2 F2 B2 D2 F'
L2 B L2 B D F B
L2 B L2 B D B F
L2 B L2 B D' F B
B2 D2 F' D' F' D' B2
L2 B L2 B D' B F
L2 B L2 B D2 F B
L2 B L2 B D2 B F
L2 B L2 B F D B
L2 B L2 B F D' B
L2 B L2 B F D2 B
F' D2 F' B2 U2 B2 U2
F' D2 F' B2 D2 F2 D
F' D2 F' B2 D2 F2 D'
F' D2 F' B2 D2 F2 D2
L2 B L2 B' D F B'
L2 B L2 B' D B' F
B2 D2 F' D2 F' B2 D
B2 D2 F' D2 F' B2 D'
B2 D2 F' D2 F' B2 D2
L2 B L2 B' D' F B'
L2 B L2 B' D' B' F
L2 B L2 B' D2 F B'
L2 B L2 B' D2 B' F
L2 B L2 B' F D B'
L2 B L2 B' F D' B'
L2 B L2 B' F D2 B'
B2 D2 F' D2 B2 D F'
B2 D2 F' D2 B2 D' F'
B2 D2 F' D2 B2 D2 F'
B2 D2 F' D2 B2 F' D
B2 D2 F' D2 B2 F' D'
B2 D2 F' D2 B2 F' D2
B' D2 F2 R2 F' B R2
B' D2 F2 R2 B F' R2
L2 B L2 B2 R F R'
L2 B L2 B2 R2 F R2
L2 B L2 B2 D F D
L2 B L2 B2 D F D'
L2 B L2 B2 D F D2
L2 B L2 B2 D' F D
L2 B L2 B2 D' F D'
L2 B L2 B2 D' F D2
L2 B L2 B2 D2 F D
L2 B L2 B2 D2 F D'
L2 B L2 B2 D2 F D2
B2 D2 F' B D2 F' B2
B2 D2 F' B D2 B2 F'
L2 B L2 B2 F2 D F'
L2 B L2 B2 F2 D' F'
L2 B L2 B2 F2 D2 F'
B2 D2 F' B' D2 F' B2
B2 D2 F' B' D2 B2 F'
R2 B L2 F R2 B' L2
R2 B L2 F B' L2 R2
R2 B L2 F B' R2 L2
B2 D2 F' B2 D2 F' B2
B2 D2 F' B2 D2 B2 F'
B' D2 F2 U2 F' B U2
L2 B R L2 F R' B2
B' D2 F2 U2 B F' U2
F D2 F U2 F' U2 F
B D2 F' L2 F L2 B'
D B L2 F B L2 B2
D B L2 F B' L2 D
D B L2 F B' L2 D'
D B L2 F B' L2 D2
D B L2 F B2 L2 B
R2 B L2 B' R2 F L2
R2 B L2 B' F L2 R2
R2 B L2 B' F R2 L2
D B L2 F' B' L2 F2
D B L2 F2 B' L2 F'
B2 D2 F2 R2 B R2 D
B2 D2 F2 R2 B R2 D'
B2 D2 F2 R2 B R2 D2
D B L2 B F L2 B2
B2 D2 F2 R2 B' R2 B2
B2 D2 F2 R2 B2 R2 B'
B2 D2 F2 U R2 U' B
D B L2 B' F L2 D
D B L2 B' F L2 D'
D B L2 B' F L2 D2
D B L2 B' F' L2 F2
D B L2 B' F2 L2 F'
D B L2 B2 F L2 B
B D2 F' U2 F2 B' U2
B2 D2 F2 U2 D F' U2
B2 D2 F2 U2 D' F' U2
B D2 F' U2 B' F2 U2
B2 D2 F2 U2 D2 F' U2
B2 D2 F2 U2 F' U2 D
B2 D2 F2 U2 F' U2 D'
B2 D2 F2 U2 F' U2 D2
B2 D2 F2 U2 F' D U2
B2 D2 F2 U2 F' D' U2
B2 D2 F2 U2 F' D2 U2
B2 D2 F2 D R2 B R2
B2 D2 F2 D U2 F' U2
B2 D2 F2 D' R2 B R2
L B L2 F L' B' L2
B2 D2 F2 D' U2 F' U2
F2 D2 F2 U2 F U2 F'
F' D2 F2 B2 U2 B2 U2
F' D2 F2 B2 D2 F2 D
F' D2 F2 B2 D2 F2 D'
F' D2 F2 B2 D2 F2 D2
B2 D2 F2 D2 R2 B R2
B2 D2 F2 D2 U2 F' U2
B2 D2 F2 B R2 B R2
B D2 F' B D2 F2 B2
B D2 F' B D2 B2 F2
B2 D2 F2 B U2 F' U2
B2 D2 F2 B' R2 B R2
B2 D2 F2 B' U2 F' U2
F' D2 B L2 F L2 B
F' D2 B L2 F B L2
F' D2 B L2 B F L2
B2 D2 F2 B2 R2 B R2
B2 D2 F2 B2 U2 F' U2
B' D2 B U2 F U2 F'
F D2 F' U2 F U2 F'
L2 B R' L2 B2 R F
B2 D2 B L2 F2 B' L2
B2 D2 B L2 B' L2 F2
B2 D2 B L2 B' F2 L2
R B L2 F B' L2 R'
R B L2 F B' R' L2
F' D2 B U2 B' U2 B2
B2 D2 B R2 F2 R2 B
F' D2 B D B D2 F2
R B L2 B' R' F L2
R B L2 B' F L2 R'
R B L2 B' F R' L2
F' D2 B D' B D2 F2
B D2 F2 U2 F' B' U2
F' D2 B D2 B D2 F2
B D2 F2 U2 B' F' U2
B2 D2 B U2 F U2 F
B' D2 B' L2 B' L2 F
F2 D2 B U2 F' B' U2
F2 D2 B U2 B' F' U2
B2 D2 B F' D2 F' B2
B2 D2 B F' D2 B2 F'
B2 D2 B F2 R2 B R2
B2 D2 B F2 U2 F' U2
B' D2 B' U2 F B2 U2
B' D2 B' U2 B2 F U2
L2 B R2 L2 F R2 B2
L2 B R2 L2 F B2 R2
F D2 F2 U2 F2 U2 F2
L2 B R2 L2 B2 R2 F
L2 B R2 L2 B2 F R2
F' D2 B' R2 F' R2 B'
F' D2 B' R2 F' B' R2
F' D2 B' R2 B' F' R2
B D2 B L2 B' L2 F
B2 D2 B' L2 F2 B' L2
B2 D2 B' L2 B' L2 F2
B2 D2 B' L2 B' F2 L2
D2 B U L2 U' F B'
D2 B U L2 U' B' F
D' B U L2 U' F B'
D' B U L2 U' B' F
F D2 F2 D2 B2 D2 F2
B' D2 B' F' D2 F2 B2
B' D2 B' F' D2 B2 F2
F' D2 B' U2 B U2 B2
B2 D2 B' R2 F2 R2 B
F' D2 B' D B' D2 F2
F D2 F2 B2 D2 F2 B2
F D2 F2 B2 D2 B2 F2
R2 B R2 L2 F B' L2
U2 B R2 F R2 B U2
R2 B R2 L2 B' F L2
F' D2 B' D' B' D2 F2
F2 D2 B' R2 F' B R2
F2 D2 B' R2 B F' R2
B D2 B U2 F B2 U2
B2 D2 B' U2 F U2 F
B' D2 B2 L2 F B' L2
F' D2 B' D2 B' D2 F2
B D2 B U2 B2 F U2
B' D2 B2 L2 B' F L2
R2 B R2 U2 F B' U2
R2 B R2 U2 B' F U2
F2 D2 B' U2 F' B U2
F2 D2 B' U2 B F' U2
F' D2 B2 L D2 L' F2
L2 B R2 B2 L2 R2 F'
L2 B R2 B2 R2 L2 F'
L2 B R2 B2 R2 F' L2
F' D2 B2 L' D2 L F2
F' D2 B2 L' D2 F2 L
B D2 B F' D2 F2 B2
B D2 B F' D2 B2 F2
B2 D2 B' F' D2 F' B2
B2 D2 B' F' D2 B2 F'
B2 D2 B' F2 R2 B R2
B2 D2 B' F2 U2 F' U2
B' D2 B2 U2 F B' U2
F' D2 B2 R D2 R' F2
F' D2 B2 R D2 F2 R'
B' D2 B2 U2 B' F U2
F' D2 B2 R' D2 R F2
F D2 B U2 B' U2 B
B2 D2 B2 L2 F2 B' L2
B2 D2 B2 L2 B' L2 F2
B2 D2 B2 L2 B' F2 L2
D2 B U' L2 U F B'
D2 B U' L2 U B' F
F' D2 B2 U D L2 U'
D' B U' L2 U F B'
D' B U' L2 U B' F
F' D2 B2 U' D' R2 U
B2 D2 B2 R2 F2 R2 B
F' D2 B2 U2 B2 U2 D
F' D2 B2 U2 B2 U2 D'
F' D2 B2 U2 B2 U2 D2
F' D2 B2 U2 B2 D U2
F' D2 B2 U2 B2 D' U2
F' D2 B2 U2 B2 D2 U2
F' D2 B2 D U L2 U'
F' D2 B2 D F D F2
F' D2 B2 D F' D F2
F' D2 B2 D F2 D F2
F' D2 B2 D' U' R2 U
F' D2 B2 D' F D' F2
F' D2 B2 D' F' D' F2
F' D2 B2 D' F2 D' F2
F' D2 B2 D2 L' F2 L
F' D2 B2 D2 L2 F2 L2
F2 D2 B2 R2 B R2 F'
F' D2 B2 D2 R F2 R'
F' D2 B2 D2 R2 F2 R2
F' D2 B2 D2 F D F
F' D2 B2 D2 F D' F
F' D2 B2 D2 F D2 F
B D2 B' U2 F U2 F'
F' D2 B2 D2 F' D F'
F' D2 B2 D2 F' D' F'
F' D2 B2 D2 F' D2 F'
B2 D2 B2 U2 F U2 F
F' D2 B2 F U2 B2 U2
F' D2 B2 F D2 F2 D
F' D2 B2 F D2 F2 D'
F' D2 B2 F D2 F2 D2
F' D2 B2 F' U2 B2 U2
F' D2 B2 F' D2 F2 D
F' D2 B2 F' D2 F2 D'
F' D2 B2 F' D2 F2 D2
D B U L2 U' F B'
D B U L2 U' B' F
F2 D2 B2 U2 F' B2 U2
F' D2 B2 F2 U2 B2 U2
F' D2 B2 F2 D2 F2 D
F' D2 B2 F2 D2 F2 D'
F' D2 B2 F2 D2 F2 D2
F2 D2 B2 U2 B2 F' U2
B2 D2 B2 F' D2 F' B2
B2 D2 B2 F' D2 B2 F'
B2 D2 B2 F2 R2 B R2
B2 D2 B2 F2 U2 F' U2
F2 D2 B2 F D2 F2 B2
F2 D2 B2 F D2 B2 F2
F D2 B' U2 B U2 B'
D2 B U2 D F B' U2
D2 B U2 D B' F U2
D2 B U2 D' F B' U2
B D2 B2 U2 F B U2
D' B U2 D F B' U2
B D2 B2 U2 B F U2
D2 B U2 D' B' F U2
D' B U2 D B' F U2
D2 B U2 D2 F B' U2
D' B U2 D' F B' U2
D2 B U2 D2 B' F U2
D' B U2 D' B' F U2
D' B U2 D2 F B' U2
D2 B U2 F D B' U2
D2 B U2 F D' B' U2
D2 B U2 F D2 B' U2
D2 B U2 F B' U2 D
D2 B U2 F B' U2 D'
D2 B U2 F B' U2 D2
D2 B U2 F B' D U2
D' B U2 D2 B' F U2
D2 B U2 F B' D' U2
D2 B U2 F B' D2 U2
D B U' L2 U F B'
D B U' L2 U B' F
D' B U2 F D B' U2
D' B U2 F D' B' U2
D' B U2 F D2 B' U2
D' B U2 F B' U2 D
D' B U2 F B' U2 D'
D' B U2 F B' U2 D2
D' B U2 F B' D U2
D' B U2 F B' D' U2
D' B U2 F B' D2 U2
D2 B U2 B' D F U2
D2 B U2 B' D' F U2
D2 B U2 B' D2 F U2
D2 B U2 B' F U2 D
D2 B U2 B' F U2 D'
D2 B U2 B' F U2 D2
D2 B U2 B' F D U2
D2 B U2 B' F D' U2
D2 B U2 B' F D2 U2
D' B U2 B' D F U2
D' B U2 B' D' F U2
D' B U2 B' D2 F U2
D' B U2 B' F U2 D
D' B U2 B' F U2 D'
D' B U2 B' F U2 D2
D' B U2 B' F D U2
D' B U2 B' F D' U2
D' B U2 B' F D2 U2
F D2 B2 U2 B2 U2 B2
D2 B D L2 F B' L2
D2 B D L2 B' F L2
F D2 B2 D2 F2 D2 B2
D' B D L2 F B' L2
D' B D L2 B' F L2
F D2 B2 F2 D2 F2 B2
F D2 B2 F2 D2 B2 F2
D2 B D U2 F B' U2
D2 B D U2 B' F U2
D' B D U2 F B' U2
D' B D U2 B' F U2
L2 B U2 B' U2 B' L2
B2 F L' B2 R' U2 R
D B U2 D F B' U2
D B U2 D B' F U2
R2 B U2 F B' U2 R2
D B U2 D' F B' U2
D B U2 D' B' F U2
D B U2 D2 F B' U2
D B U2 D2 B' F U2
D B U2 F D B' U2
D B U2 F D' B' U2
D B U2 F D2 B' U2
D B U2 F B' U2 D
D B U2 F B' U2 D'
D B U2 F B' U2 D2
D B U2 F B' D U2
D B U2 F B' D' U2
D B U2 F B' D2 U2
D2 B D' L2 F B' L2
D2 B D' L2 B' F L2
D' B D' L2 F B' L2
R2 B U2 B' F U2 R2
D' B D' L2 B' F L2
F' B L2 F L2 D B'
F' B L2 F L2 D' B'
F' B L2 F L2 D2 B'
F' B L2 F L2 B' D
F' B L2 F L2 B' D'
F' B L2 F L2 B' D2
F' B L2 F B L2 B'
F' B L2 F B' L2 B'
F' B L2 F B2 L2 B'
D B U2 B' D F U2
D B U2 B' D' F U2
D B U2 B' D2 F U2
D B U2 B' F U2 D
D B U2 B' F U2 D'
D B U2 B' F U2 D2
D B U2 B' F D U2
D B U2 B' F D' U2
D B U2 B' F D2 U2
U2 B D F U2 D F'
U2 B D F U2 D' F'
U2 B D F U2 D2 F'
U2 B D F U2 F' D
U2 B D F U2 F' D'
U2 B D F U2 F' D2
U2 B D F D U2 F'
U2 B D F D' U2 F'
U2 B D F D2 U2 F'
U2 B D F B U2 F'
U2 B D F B' U2 F'
U2 B D F B2 U2 F'
D2 B D' U2 F B' U2
D2 B D' U2 B' F U2
F' B L2 B F L2 B'
D' B D' U2 F B' U2
D' B D' U2 B' F U2
F' B L2 B' F L2 B'
F2 B L2 F L2 D2 B2
D B D L2 F B' L2
U2 B D B F U2 F'
D B D L2 B' F L2
F' B L2 B2 F L2 B'
U2 B D B' F U2 F'
F2 B L2 F2 L2 F' B'
F2 B L2 F2 L2 B' F'
U2 B D B2 F U2 F'
D B D U2 F B' U2
D B D U2 B' F U2
D2 B D2 L2 F B' L2
D2 B D2 L2 B' F L2
D' B D2 L2 F B' L2
D' B D2 L2 B' F L2
R B U2 F B' U2 R
U2 B D' F U2 D F'
U2 B D' F U2 D' F'
U2 B D' F U2 D2 F'
U2 B D' F U2 F' D
U2 B D' F U2 F' D'
U2 B D' F U2 F' D2
U2 B D' F D U2 F'
U2 B D' F D' U2 F'
U2 B D' F D2 U2 F'
U2 B D' F B U2 F'
U2 B D' F B' U2 F'
U2 B D' F B2 U2 F'
D2 B D2 U2 F B' U2
R B U2 B' F U2 R
D2 B D2 U2 B' F U2
B F L2 F' L2 F2 B'
B F L2 F' L2 B' F2
D' B D2 U2 F B' U2
D' B D2 U2 B' F U2
D B D' L2 F B' L2
U2 B D' B F U2 F'
D B D' L2 B' F L2
U2 B D' B' F U2 F'
U2 B D' B2 F U2 F'
B2 F R B2 L U2 L'
D B D' U2 F B' U2
D B D' U2 B' F U2
F B L2 F' L2 F2 B'
F B L2 F' L2 B' F2
U2 B D2 F U2 D F'
U2 B D2 F U2 D' F'
U2 B D2 F U2 D2 F'
U2 B D2 F U2 F' D
U2 B D2 F U2 F' D'
U2 B D2 F U2 F' D2
U2 B D2 F D U2 F'
U2 B D2 F D' U2 F'
U2 B D2 F D2 U2 F'
U2 B D2 F B U2 F'
U2 B D2 F B' U2 F'
U2 B D2 F B2 U2 F'
D2 B F U2 B' U2 B
D' B F U2 B' U2 B
D B D2 L2 F B' L2
D B D2 L2 B' F L2
U2 B D2 B F U2 F'
U2 B D2 B' F U2 F'
U2 B D2 B2 F U2 F'
B' F R2 F R2 F2 B
B' F R2 F R2 B F2
D2 B F' L2 F L2 B'
L2 B F L' B2 L' F
L2 B F L2 F B2 D
L2 B F L2 F B2 D'
L2 B F L2 F B2 D2
D B D2 U2 F B' U2
