B' R U2 B'
R B' U2 B'
B' R U2 D B'
B' R U2 D' B'
B' R U2 D2 B'
B' R U2 B' D
B' R U2 B' D'
B' R U2 B' D2
B' R D U2 B'
B' R D' U2 B'
B' R D2 U2 B'
B' R F U2 B'
B' R F' U2 B'
B' R F2 U2 B'
D2 R F2 B' U2
D2 R B' F2 U2
R D2 F2 B' U2
R D2 B' F2 U2
B' D R U2 B'
R F B' U2 B'
B' D' R U2 B'
R F' B' U2 B'
B' D2 R U2 B'
D2 F2 B' U2 L'
R F2 B' U2 B'
R' B' R2 U2 B'
R2 B' U2 B' L
D2 B' R F2 U2
F2 B' U2 B' L'
R B' U2 D B'
R B' U2 D' B'
R B' U2 D2 B'
R B' U2 B' D
R B' U2 B' D'
R B' U2 B' D2
R B' D U2 B'
R B' D' U2 B'
R B' D' U2 B'
D2 B' F2 U2 L'
R B' D2 U2 B'
R B' F U2 B'
R B' F' U2 B'
R B' F2 U2 B'
B' F2 U2 B' L'
B' F2 R2 U2 B' D L'
B' F2 R2 U2 B' D' L'
B' F2 R2 U2 B' D2 L'
B' F2 R2 U2 B2 L' B
B' F2 R2 D U2 B' L'
B' F2 R2 D' U2 B' L'
B' F2 R2 D2 U2 B' L'
B' F2 R2 F2 R U2 B'
R' B2 U2 R2 U2 F' R2
R' B2 U2 B R2 U2 R2
B F2 R' B2 U2 L' B'
L2 B2 U2 L2 R B' U2
L2 B2 U2 L2 B' R U2
L2 B2 U2 R L2 B' U2
U2 B2 U2 D B R U2
U2 B2 U2 D' B R U2
U2 B2 U2 D2 B R U2
B' F2 U' R U' B' L'
B' F2 U' R' U' B' L'
B' F2 U' R2 U' B' L'
U2 B2 U2 B R U2 D
U2 B2 U2 B R U2 D'
U2 B2 U2 B R U2 D2
U2 B2 U2 B R D U2
U2 B2 U2 B R D' U2
U2 B2 U2 B R D2 U2
U2 B2 U2 B D R U2
U2 B2 U2 B D' R U2
U2 B2 U2 B D2 R U2
U2 B2 U2 B' R B2 U2
U2 B2 U2 B2 R B' U2
B' F2 U' B U' L' B2
B' F2 U' B U' B2 L'
B' F2 U' B2 U' L' B
B' F2 U' B2 U' B L'
L B2 U2 L' R B U2
U2 B2 D U2 B R U2
L B2 U2 R L' B U2
L B2 U2 R B L' U2
B' F2 U2 R' B' L' R
B' F2 U2 R' B' R L'
B' F2 U2 R2 B' L' R2
B' F2 U2 R2 B' R2 L'
B' F2 U2 D B L' B2
B' F2 U2 D B' L' D
B' F2 U2 D B' L' D'
B' F2 U2 D B' L' D2
B' F2 U2 D B' D L'
B' F2 U2 D B' D' L'
B' F2 U2 D B' D2 L'
B' F2 U2 D B2 L' B
B' F2 U2 D' B L' B2
B' F2 U2 D' B' L' D
B' F2 U2 D' B' L' D'
B' F2 U2 D' B' L' D2
B' F2 U2 D' B' D L'
B' F2 U2 D' B' D' L'
B' F2 U2 D' B' D2 L'
B' F2 U2 D' B2 L' B
B' F2 U2 D2 B L' B2
B' F2 U2 D2 B' L' D
B' F2 U2 D2 B' L' D'
B' F2 U2 D2 B' L' D2
B' F2 U2 D2 B' D L'
B' F2 U2 D2 B' D' L'
B' F2 U2 D2 B' D2 L'
B' F2 U2 D2 B2 L' B
D' B2 D' F2 B U2 L'
D' B2 D' B R F2 U2
D' B2 D' B F2 U2 L'
B' F2 U2 B L B2 L2
B' F2 U2 B L' B2 D
B' F2 U2 B L' B2 D'
B' F2 U2 B L' B2 D2
R' B2 D2 L2 D2 R2 F'
B' F2 U2 B' L2 D L
B' F2 U2 B' L2 D' L
B' F2 U2 B' L2 D2 L
B' F2 U2 B' D L' D
B' F2 U2 B' D L' D'
B' F2 U2 B' D L' D2
B' F2 U2 B' D' L' D
B' F2 U2 B' D' L' D'
B' F2 U2 B' D' L' D2
B' F2 U2 B' D2 L' D
B' F2 U2 B' D2 L' D'
B' F2 U2 B' D2 L' D2
B' F2 U2 B2 L B L2
B' F2 U2 B2 L' D B
B' F2 U2 B2 L' D' B
B' F2 U2 B2 L' D2 B
B' F2 U2 B2 L' B D
B' F2 U2 B2 L' B D'
B' F2 U2 B2 L' B D2
B' F2 U2 B2 D L' B
B' F2 U2 B2 D B L'
B' F2 U2 B2 D' L' B
B' F2 U2 B2 D' B L'
B' F2 U2 B2 D2 L' B
B' F2 U2 B2 D2 B L'
R2 B2 D B U2 B' L
D B2 D F2 B U2 L'
D B2 D B R F2 U2
U2 B2 D' U2 B R U2
B' F2 D R U2 B' L'
D B2 D B F2 U2 L'
B' F2 D R' U2 B' L'
B' F2 D R2 U2 B' L'
R' B2 D2 B U2 B' L2
B' F2 D U2 B L' B2
B' F2 D U2 B' L' D
B' F2 D U2 B' L' D'
B' F2 D U2 B' L' D2
B' F2 D U2 B' D L'
B' F2 D U2 B' D' L'
B' F2 D U2 B' D2 L'
B' F2 D U2 B2 L' B
B' F2 D F2 R U2 B'
B F2 U2 L' D2 F2 B
B F2 U2 L' D2 B F2
L' B2 F L' R' F L'
L' B2 F L' F L' R'
L' B2 F L' F R' L'
R2 B2 D' B U2 B' L
L' B2 F R' L' F L'
U2 B2 D2 U2 B R U2
B' F2 D' R U2 B' L'
L' B2 F R' F L' F
R B2 D F B U2 B'
B' F2 D' R' U2 B' L'
B F2 U2 D2 L' F2 B
B F2 U2 D2 L' B F2
L2 B2 D2 F2 L' F' R2
B F2 U2 D2 B L' F2
R B2 D F' B U2 B'
B' F2 D' R2 U2 B' L'
R B2 D F2 B U2 B'
R B2 D B U2 D B'
R B2 D B U2 D' B'
R B2 D B U2 D2 B'
R B2 D B U2 B' D
R B2 D B U2 B' D'
R B2 D B U2 B' D2
R B2 D B D U2 B'
R B2 D B D' U2 B'
R B2 D B D2 U2 B'
R B2 D B F U2 B'
R B2 D B F' U2 B'
R B2 D B F2 U2 B'
B' F2 D' U2 B L' B2
B' F2 D' U2 B' L' D
B' F2 D' U2 B' L' D'
B' F2 D' U2 B' L' D2
B' F2 D' U2 B' D L'
B' F2 D' U2 B' D' L'
B' F2 D' U2 B' D2 L'
B' F2 D' U2 B2 L' B
B2 F2 D B U2 B' L'
B' F2 D' F2 R U2 B'
F2 B2 D B U2 B' L'
U B2 D' F' R2 F' L'
U B2 D' F2 L' R2 F'
U B2 D' F2 R2 L' F'
R2 B2 D2 B U2 B' L
L' B2 F' R' F' L' F
U' B2 F2 L' D R2 F'
B' F2 D2 R U2 B' L'
R B2 D' F B U2 B'
B' F2 D2 R' U2 B' L'
R B2 D' F' B U2 B'
B' F2 D2 R2 U2 B' L'
R B2 D' F2 B U2 B'
R B2 D' B U2 D B'
R B2 D' B U2 D' B'
R B2 D' B U2 D2 B'
R B2 D' B U2 B' D
R B2 D' B U2 B' D'
R B2 D' B U2 B' D2
R B2 D' B D U2 B'
R B2 D' B D' U2 B'
R B2 D' B D2 U2 B'
R B2 D' B F U2 B'
R B2 D' B F' U2 B'
R B2 D' B F2 U2 B'
B' F2 D2 U2 B L' B2
B' F2 D2 U2 B' L' D
B' F2 D2 U2 B' L' D'
B' F2 D2 U2 B' L' D2
B' F2 D2 U2 B' D L'
B' F2 D2 U2 B' D' L'
B' F2 D2 U2 B' D2 L'
B' F2 D2 U2 B2 L' B
B2 F2 D' B U2 B' L'
U' B2 F2 D L' R2 F'
L' B2 F2 L' R F R2
U' B2 F2 D R2 L' F'
L' B2 F2 L' R' D F
L' B2 F2 L' R' D' F
L' B2 F2 L' R' D2 F
L' B2 F2 L' R' F D
L' B2 F2 L' R' F D'
L' B2 F2 L' R' F D2
D2 B2 F2 R2 U2 L' F'
L' B2 F2 L' D R' F
L' B2 F2 L' D F R'
L' B2 F2 L' D' R' F
L' B2 F2 L' D' F R'
L' B2 F2 L' D2 R' F
L' B2 F2 L' D2 F R'
L' B2 F2 L' F R' D
L' B2 F2 L' F R' D'
L' B2 F2 L' F R' D2
L' B2 F2 L' F D R'
L' B2 F2 L' F D' R'
L' B2 F2 L' F D2 R'
L' B2 F2 L' F' R' F2
B' F2 D2 F2 R U2 B'
F2 B2 D' B U2 B' L'
L' B2 F2 R L' F R2
L' B2 F2 R' L' D F
L' B2 F2 R' L' D' F
L' B2 F2 R' L' D2 F
L' B2 F2 R' L' F D
L' B2 F2 R' L' F D'
L' B2 F2 R' L' F D2
U2 B2 F' R2 F' L' R2
U2 B2 F' R2 F' R2 L'
D2 B2 F2 D B U2 L'
D2 B2 F2 D' B U2 L'
U2 B2 F' U2 B U2 L
L B2 F L F L' R
L B2 F L F R L'
D2 B2 F2 D2 B U2 L'
R B2 D2 F B U2 B'
R B2 D2 F' B U2 B'
L2 B2 F2 L' F2 R F
U2 B2 F2 L' R2 F' R2
U2 B2 F2 L' U2 B U2
R B2 D2 F2 B U2 B'
R B2 D2 B U2 D B'
R B2 D2 B U2 D' B'
R B2 D2 B U2 D2 B'
R B2 D2 B U2 B' D
R B2 D2 B U2 B' D'
R B2 D2 B U2 B' D2
R B2 D2 B D U2 B'
R B2 D2 B D' U2 B'
R B2 D2 B D2 U2 B'
R B2 D2 B F U2 B'
R B2 D2 B F' U2 B'
R B2 D2 B F2 U2 B'
B2 F2 D2 B U2 B' L'
U2 B2 F2 R2 L' F' R2
F2 B2 D2 B U2 B' L'
U2 B2 F2 U2 B U2 L'
L2 B2 F2 D2 L' F' R2
B F2 D2 U2 L' F2 B
B F2 D2 U2 L' B F2
B F2 D2 U2 B L' F2
R B2 F D B U2 B'
R B2 F D' B U2 B'
R B2 F D2 B U2 B'
U B2 F' D' R2 F' L'
L B2 F2 L R F L2
U B2 F2 L' D' R2 F'
L B2 F2 R L F L2
R B2 F' D B U2 B'
F B2 D2 B R' U2 B'
R B2 F' D' B U2 B'
R B2 F' D2 B U2 B'
U B2 F2 D' L' R2 F'
U B2 F2 D' R2 L' F'
R B2 F2 D B U2 B'
R B2 F2 D' B U2 B'
R B2 F2 D2 B U2 B'
